Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
B6,01-11-2019,15,N923JB,SFO,-10
B6,01-11-2019,18,N304JB,BOS,-6
B6,01-11-2019,23,N961JB,LAX,-6
B6,01-11-2019,53,N957JB,PBI,-6
B6,01-11-2019,63,N978JB,SEA,-12
B6,01-11-2019,65,N536JB,ABQ,11
B6,01-11-2019,71,N639JB,SLC,10
B6,01-11-2019,81,N509JB,RNO,-3
B6,01-11-2019,89,N992JB,SAN,24
B6,01-11-2019,97,N965JB,DEN,48
B6,01-11-2019,102,N183JB,BUF,4
B6,01-11-2019,105,N193JB,ORD,41
B6,01-11-2019,116,N193JB,SYR,-10
B6,01-11-2019,123,N969JB,LAX,-13
B6,01-11-2019,135,N779JB,PHX,-3
B6,01-11-2019,149,N593JB,PSP,29
B6,01-11-2019,153,N954JB,PBI,-2
B6,01-11-2019,161,N954JB,SMF,3
B6,01-11-2019,163,N591JB,SRQ,-4
B6,01-11-2019,167,N806JB,OAK,-8
B6,01-11-2019,189,N945JB,SAN,-8
B6,01-11-2019,213,N809JB,LGB,-1
B6,01-11-2019,219,N348JB,CLT,-7
B6,01-11-2019,225,N959JB,TPA,-2
B6,01-11-2019,234,N193JB,BTV,27
B6,01-11-2019,263,N988JB,SEA,19
B6,01-11-2019,283,N948JB,MCO,18
B6,01-11-2019,286,N292JB,ROC,-7
B6,01-11-2019,289,N505JB,MCO,46
B6,01-11-2019,323,N980JB,LAX,74
B6,01-11-2019,325,N995JB,TPA,-8
B6,01-11-2019,355,N645JB,ONT,1
B6,01-11-2019,359,N703JB,BUR,11
B6,01-11-2019,403,N905JB,SJU,-3
B6,01-11-2019,415,N935JB,SFO,-8
B6,01-11-2019,423,N942JB,LAX,-10
B6,01-11-2019,429,N508JB,RSW,0
B6,01-11-2019,477,N779JB,JAX,-9
B6,01-11-2019,486,N179JB,ROC,15
B6,01-11-2019,519,N552JB,ATL,-5
B6,01-11-2019,523,N968JB,LAX,-11
B6,01-11-2019,553,N905JB,PBI,8
B6,01-11-2019,575,N552JB,MSY,-2
B6,01-11-2019,581,N591JB,HOU,10
B6,01-11-2019,583,N971JB,MCO,-3
B6,01-11-2019,586,N193JB,ROC,-6
B6,01-11-2019,601,N973JB,FLL,-4
B6,01-11-2019,611,N972JB,LAS,11
B6,01-11-2019,615,N946JB,SFO,5
B6,01-11-2019,618,N178JB,BOS,-8
B6,01-11-2019,669,N661JB,SJC,-1
B6,01-11-2019,675,N589JB,MSY,0
B6,01-11-2019,676,N265JB,ORH,4
B6,01-11-2019,677,N273JB,JAX,-7
B6,01-11-2019,702,N198JB,BUF,-6
B6,01-11-2019,711,N923JB,LAS,50
B6,01-11-2019,718,N190JB,BOS,18
B6,01-11-2019,719,N198JB,ATL,6
B6,01-11-2019,745,N559JB,PSE,-5
B6,01-11-2019,795,N613JB,AUS,-12
B6,01-11-2019,803,N955JB,SJU,5
B6,01-11-2019,839,N970JB,BQN,32
B6,01-11-2019,841,N508JB,SAV,64
B6,01-11-2019,871,N706JB,SLC,-9
B6,01-11-2019,883,N907JB,MCO,7
B6,01-11-2019,885,N178JB,RDU,-9
B6,01-11-2019,915,N983JB,SFO,-10
B6,01-11-2019,918,N351JB,BOS,55
B6,01-11-2019,1013,N584JB,LGB,-1
B6,01-11-2019,1041,N190JB,SAV,-8
B6,01-11-2019,1105,N304JB,ORD,1
B6,01-11-2019,1119,N179JB,CLT,-3
B6,01-11-2019,1183,N973JB,MCO,5
B6,01-11-2019,1185,N589JB,RDU,-1
B6,01-11-2019,1201,N966JB,FLL,-11
B6,01-11-2019,1205,N561JB,PDX,-2
B6,01-11-2019,1273,N779JB,CHS,-10
B6,01-11-2019,1295,N662JB,AUS,38
B6,01-11-2019,1318,N247JB,BOS,40
B6,01-11-2019,1323,N967JB,LAX,15
B6,01-11-2019,1373,N265JB,CHS,-8
B6,01-11-2019,1401,N970JB,FLL,0
B6,01-11-2019,1403,N618JB,SJU,-5
B6,01-11-2019,1415,N993JB,SFO,-10
B6,01-11-2019,1503,N957JB,SJU,-6
B6,01-11-2019,1518,N228JB,BOS,10
B6,01-11-2019,1523,N944JB,LAX,-9
B6,01-11-2019,1611,N985JB,LAS,-2
B6,01-11-2019,1623,N961JB,LAX,24
B6,01-11-2019,1634,N247JB,BTV,60
B6,01-11-2019,1677,N206JB,JAX,92
B6,01-11-2019,1701,N907JB,FLL,-2
B6,01-11-2019,1715,N985JB,SFO,-8
B6,01-11-2019,1723,N969JB,LAX,-6
B6,01-11-2019,1729,N999JB,RSW,-8
B6,01-11-2019,1823,N945JB,LAX,-2
B6,01-11-2019,2002,N316JB,BUF,-10
B6,01-11-2019,2153,N957JB,PBI,8
B6,01-11-2019,2359,N503JB,BUR,-3
B6,01-11-2019,2402,N351JB,BUF,-11
B6,01-11-2019,2501,N996JB,FLL,25
B6,01-11-2019,2516,N348JB,SYR,-5
B6,01-11-2019,2525,N229JB,TPA,-6
B6,01-11-2019,2534,N348JB,BTV,-7
B6,01-11-2019,2802,N198JB,BUF,-13
B6,01-11-2019,2901,N972JB,FLL,6
B6,01-12-2019,3,N746JB,SJU,-4
B6,01-12-2019,18,N348JB,BOS,-16
B6,01-12-2019,53,N903JB,PBI,-3
B6,01-12-2019,71,N804JB,SLC,-10
B6,01-12-2019,89,N976JB,SAN,-7
B6,01-12-2019,97,N955JB,DEN,127
B6,01-12-2019,105,N328JB,ORD,-8
B6,01-12-2019,116,N228JB,SYR,-2
B6,01-12-2019,123,N978JB,LAX,5
B6,01-12-2019,135,N644JB,PHX,-6
B6,01-12-2019,149,N979JB,PSP,-6
B6,01-12-2019,153,N905JB,PBI,5
B6,01-12-2019,163,N536JB,SRQ,-8
B6,01-12-2019,219,N192JB,CLT,-2
B6,01-12-2019,225,N954JB,TPA,57
B6,01-12-2019,234,N179JB,BTV,-2
B6,01-12-2019,263,N986JB,SEA,-7
B6,01-12-2019,283,N952JB,MCO,57
B6,01-12-2019,286,N203JB,ROC,7
B6,01-12-2019,289,N594JB,MCO,-2
B6,01-12-2019,318,N503JB,BOS,-2
B6,01-12-2019,325,N956JB,TPA,-7
B6,01-12-2019,355,N507JB,ONT,78
B6,01-12-2019,359,N656JB,BUR,-2
B6,01-12-2019,403,N972JB,SJU,-2
B6,01-12-2019,415,N968JB,SFO,-8
B6,01-12-2019,429,N536JB,RSW,-4
B6,01-12-2019,477,N804JB,JAX,-6
B6,01-12-2019,486,N375JB,ROC,52
B6,01-12-2019,519,N597JB,ATL,-3
B6,01-12-2019,523,N937JB,LAX,0
B6,01-12-2019,553,N972JB,PBI,-2
B6,01-12-2019,575,N597JB,MSY,6
B6,01-12-2019,581,N318JB,HOU,7
B6,01-12-2019,583,N907JB,MCO,-7
B6,01-12-2019,586,N198JB,ROC,-3
B6,01-12-2019,601,N975JB,FLL,-5
B6,01-12-2019,611,N959JB,LAS,7
B6,01-12-2019,615,N961JB,SFO,-5
B6,01-12-2019,618,N192JB,BOS,-3
B6,01-12-2019,675,N521JB,MSY,-5
B6,01-12-2019,676,N228JB,ORH,22
B6,01-12-2019,677,N316JB,JAX,0
B6,01-12-2019,702,N328JB,BUF,-7
B6,01-12-2019,711,N942JB,LAS,-6
B6,01-12-2019,718,N193JB,BOS,0
B6,01-12-2019,719,N193JB,ATL,-5
B6,01-12-2019,745,N608JB,PSE,54
B6,01-12-2019,795,N644JB,AUS,5
B6,01-12-2019,803,N971JB,SJU,26
B6,01-12-2019,839,N950JB,BQN,-1
B6,01-12-2019,841,N348JB,SAV,4
B6,01-12-2019,871,N806JB,SLC,0
B6,01-12-2019,883,N521JB,MCO,-8
B6,01-12-2019,915,N923JB,SFO,-6
B6,01-12-2019,918,N265JB,BOS,11
B6,01-12-2019,1013,N527JB,LGB,94
B6,01-12-2019,1041,N179JB,SAV,-10
B6,01-12-2019,1105,N193JB,ORD,-8
B6,01-12-2019,1119,N198JB,CLT,-4
B6,01-12-2019,1183,N975JB,MCO,-10
B6,01-12-2019,1185,N375JB,RDU,-6
B6,01-12-2019,1201,N998JB,FLL,-8
B6,01-12-2019,1273,N804JB,CHS,-4
B6,01-12-2019,1295,N593JB,AUS,39
B6,01-12-2019,1323,N945JB,LAX,-5
B6,01-12-2019,1373,N183JB,CHS,79
B6,01-12-2019,1401,N950JB,FLL,-2
B6,01-12-2019,1403,N746JB,SJU,5
B6,01-12-2019,1415,N988JB,SFO,-8
B6,01-12-2019,1503,N903JB,SJU,-6
B6,01-12-2019,1523,N984JB,LAX,2
B6,01-12-2019,1611,N942JB,LAS,7
B6,01-12-2019,1623,N980JB,LAX,110
B6,01-12-2019,1634,N179JB,BTV,-2
B6,01-12-2019,1677,N661JB,JAX,5
B6,01-12-2019,1701,N625JB,FLL,117
B6,01-12-2019,1723,N978JB,LAX,21
B6,01-12-2019,1729,N973JB,RSW,-7
B6,01-12-2019,2002,N328JB,BUF,27
B6,01-12-2019,2153,N903JB,PBI,5
B6,01-12-2019,2402,N358JB,BUF,-8
B6,01-12-2019,2501,N997JB,FLL,-3
B6,01-12-2019,2516,N228JB,SYR,-4
B6,01-12-2019,2517,N708JB,BOS,46
B6,01-12-2019,2525,N229JB,TPA,6
B6,01-12-2019,2534,N228JB,BTV,-3
B6,01-12-2019,2802,N198JB,BUF,-10
B6,01-12-2019,2901,N959JB,FLL,2
B6,01/13/2019,3,N625JB,SJU,-2
B6,01/13/2019,15,N929JB,SFO,4
B6,01/13/2019,18,N238JB,BOS,70
B6,01/13/2019,23,N944JB,LAX,-10
B6,01/13/2019,53,N957JB,PBI,148
B6,01/13/2019,63,N943JB,SEA,-5
B6,01/13/2019,65,N583JB,ABQ,0
B6,01/13/2019,71,N623JB,SLC,-6
B6,01/13/2019,81,N519JB,RNO,76
B6,01/13/2019,89,N968JB,SAN,-2
B6,01/13/2019,97,N913JB,DEN,40
B6,01/13/2019,102,N351JB,BUF,-9
B6,01/13/2019,105,N198JB,ORD,-7
B6,01/13/2019,116,N358JB,SYR,-2
B6,01/13/2019,123,N991JB,LAX,-2
B6,01/13/2019,135,N559JB,PHX,16
B6,01/13/2019,149,N746JB,PSP,30
B6,01/13/2019,153,N972JB,PBI,23
B6,01/13/2019,161,N972JB,SMF,16
B6,01/13/2019,163,N793JB,SRQ,4
B6,01/13/2019,167,N807JB,OAK,0
B6,01/13/2019,189,N979JB,SAN,2
B6,01/13/2019,213,N615JB,LGB,-8
B6,01/13/2019,219,N183JB,CLT,96
B6,01/13/2019,225,N997JB,TPA,18
B6,01/13/2019,234,N198JB,BTV,-13
B6,01/13/2019,263,N981JB,SEA,0
B6,01/13/2019,283,N975JB,MCO,65
B6,01/13/2019,286,N179JB,ROC,7
B6,01/13/2019,289,N507JB,MCO,10
B6,01/13/2019,323,N964JB,LAX,41
B6,01/13/2019,325,N949JB,TPA,41
B6,01/13/2019,355,N662JB,ONT,0
B6,01/13/2019,359,N703JB,BUR,-4
B6,01/13/2019,403,N959JB,SJU,3
B6,01/13/2019,415,N986JB,SFO,-4
B6,01/13/2019,423,N923JB,LAX,7
B6,01/13/2019,429,N706JB,RSW,19
B6,01/13/2019,477,N662JB,JAX,1
B6,01/13/2019,486,N375JB,ROC,-5
B6,01/13/2019,519,N565JB,ATL,2
B6,01/13/2019,523,N990JB,LAX,3
B6,01/13/2019,553,N959JB,PBI,27
B6,01/13/2019,575,N794JB,MSY,-15
B6,01/13/2019,581,N793JB,HOU,41
B6,01/13/2019,583,N970JB,MCO,-3
B6,01/13/2019,586,N328JB,ROC,25
B6,01/13/2019,601,N974JB,FLL,48
B6,01/13/2019,611,N954JB,LAS,16
B6,01/13/2019,615,N980JB,SFO,-4
B6,01/13/2019,618,N229JB,BOS,-9
B6,01/13/2019,669,N806JB,SJC,-7
B6,01/13/2019,675,N706JB,MSY,0
B6,01/13/2019,676,N265JB,ORH,-3
B6,01/13/2019,677,N353JB,JAX,134
B6,01/13/2019,702,N198JB,BUF,-8
B6,01/13/2019,711,N929JB,LAS,11
B6,01/13/2019,718,N216JB,BOS,-4
B6,01/13/2019,719,N183JB,ATL,14
B6,01/13/2019,795,N559JB,AUS,2
B6,01/13/2019,803,N907JB,SJU,-6
B6,01/13/2019,839,N995JB,BQN,7
B6,01/13/2019,841,N375JB,SAV,-3
B6,01/13/2019,871,N608JB,SLC,1
B6,01/13/2019,883,N996JB,MCO,37
B6,01/13/2019,885,N328JB,RDU,24
B6,01/13/2019,915,N942JB,SFO,-9
B6,01/13/2019,918,N231JB,BOS,19
B6,01/13/2019,1013,N554JB,LGB,-9
B6,01/13/2019,1041,N317JB,SAV,15
B6,01/13/2019,1105,N238JB,ORD,17
B6,01/13/2019,1119,N179JB,CLT,-9
B6,01/13/2019,1183,N974JB,MCO,62
B6,01/13/2019,1185,N328JB,RDU,11
B6,01/13/2019,1201,N994JB,FLL,-1
B6,01/13/2019,1205,N589JB,PDX,-6
B6,01/13/2019,1273,N662JB,CHS,-4
B6,01/13/2019,1295,N608JB,AUS,-4
B6,01/13/2019,1318,N358JB,BOS,5
B6,01/13/2019,1323,N978JB,LAX,0
B6,01/13/2019,1373,N283JB,CHS,-3
B6,01/13/2019,1401,N995JB,FLL,24
B6,01/13/2019,1403,N625JB,SJU,-5
B6,01/13/2019,1415,N984JB,SFO,-1
B6,01/13/2019,1503,N950JB,SJU,1
B6,01/13/2019,1518,N228JB,BOS,2
B6,01/13/2019,1523,N937JB,LAX,-5
B6,01/13/2019,1611,N947JB,LAS,5
B6,01/13/2019,1623,N944JB,LAX,22
B6,01/13/2019,1634,N229JB,BTV,-3
B6,01/13/2019,1677,N552JB,JAX,148
B6,01/13/2019,1701,N996JB,FLL,14
B6,01/13/2019,1715,N947JB,SFO,19
B6,01/13/2019,1723,N991JB,LAX,-5
B6,01/13/2019,1729,N998JB,RSW,0
B6,01/13/2019,1823,N979JB,LAX,-10
B6,01/13/2019,2002,N328JB,BUF,-8
B6,01/13/2019,2153,N957JB,PBI,200
B6,01/13/2019,2359,N656JB,BUR,-1
B6,01/13/2019,2402,N216JB,BUF,-4
B6,01/13/2019,2501,N974JB,FLL,16
B6,01/13/2019,2516,N375JB,SYR,19
B6,01/13/2019,2525,N239JB,TPA,-8
B6,01/13/2019,2534,N375JB,BTV,32
B6,01/13/2019,2802,N198JB,BUF,-8
B6,01/13/2019,2901,N954JB,FLL,30
B6,01/14/2019,3,N565JB,SJU,281
B6,01/14/2019,15,N943JB,SFO,-5
B6,01/14/2019,18,N375JB,BOS,111
B6,01/14/2019,23,N964JB,LAX,49
B6,01/14/2019,53,N913JB,PBI,-2
B6,01/14/2019,63,N990JB,SEA,-9
B6,01/14/2019,65,N648JB,ABQ,-13
B6,01/14/2019,71,N593JB,SLC,-10
B6,01/14/2019,81,N583JB,RNO,-8
B6,01/14/2019,89,N946JB,SAN,-6
B6,01/14/2019,97,N972JB,DEN,54
B6,01/14/2019,102,N229JB,BUF,25
B6,01/14/2019,105,N348JB,ORD,-6
B6,01/14/2019,116,N179JB,SYR,-9
B6,01/14/2019,123,N937JB,LAX,-7
B6,01/14/2019,135,N509JB,PHX,-5
B6,01/14/2019,149,N775JB,PSP,-4
B6,01/14/2019,153,N959JB,PBI,-1
B6,01/14/2019,161,N959JB,SMF,-2
B6,01/14/2019,163,N703JB,SRQ,-7
B6,01/14/2019,167,N625JB,OAK,-2
B6,01/14/2019,189,N967JB,SAN,-3
B6,01/14/2019,213,N534JB,LGB,-3
B6,01/14/2019,219,N351JB,CLT,-6
B6,01/14/2019,225,N903JB,TPA,23
B6,01/14/2019,234,N354JB,BTV,-9
B6,01/14/2019,263,N988JB,SEA,15
B6,01/14/2019,283,N956JB,MCO,20
B6,01/14/2019,286,N328JB,ROC,-5
B6,01/14/2019,289,N662JB,MCO,0
B6,01/14/2019,323,N935JB,LAX,-6
B6,01/14/2019,325,N952JB,TPA,2
B6,01/14/2019,355,N591JB,ONT,9
B6,01/14/2019,359,N703JB,BUR,-8
B6,01/14/2019,403,N954JB,SJU,-1
B6,01/14/2019,415,N981JB,SFO,-8
B6,01/14/2019,423,N923JB,LAX,2
B6,01/14/2019,429,N639JB,RSW,10
B6,01/14/2019,477,N527JB,JAX,6
B6,01/14/2019,486,N283JB,ROC,-8
B6,01/14/2019,519,N508JB,ATL,-7
B6,01/14/2019,523,N982JB,LAX,-8
B6,01/14/2019,553,N954JB,PBI,-3
B6,01/14/2019,575,N508JB,MSY,32
B6,01/14/2019,581,N661JB,HOU,-3
B6,01/14/2019,583,N999JB,MCO,-3
B6,01/14/2019,586,N351JB,ROC,59
B6,01/14/2019,601,N965JB,FLL,-8
B6,01/14/2019,611,N997JB,LAS,-9
B6,01/14/2019,615,N944JB,SFO,-2
B6,01/14/2019,618,N306JB,BOS,-11
B6,01/14/2019,669,N779JB,SJC,20
B6,01/14/2019,675,N639JB,MSY,-8
B6,01/14/2019,676,N267JB,ORH,-12
B6,01/14/2019,677,N317JB,JAX,132
B6,01/14/2019,702,N348JB,BUF,5
B6,01/14/2019,711,N943JB,LAS,53
B6,01/14/2019,718,N348JB,BOS,-7
B6,01/14/2019,719,N354JB,ATL,-1
B6,01/14/2019,745,N807JB,PSE,17
B6,01/14/2019,795,N519JB,AUS,5
B6,01/14/2019,803,N970JB,SJU,29
B6,01/14/2019,839,N966JB,BQN,17
B6,01/14/2019,841,N198JB,SAV,-11
B6,01/14/2019,871,N806JB,SLC,-8
B6,01/14/2019,883,N966JB,MCO,-3
B6,01/14/2019,885,N306JB,RDU,-3
B6,01/14/2019,915,N934JB,SFO,247
B6,01/14/2019,918,N183JB,BOS,-3
B6,01/14/2019,1013,N643JB,LGB,-4
B6,01/14/2019,1041,N198JB,SAV,-10
B6,01/14/2019,1105,N375JB,ORD,0
B6,01/14/2019,1119,N351JB,CLT,3
B6,01/14/2019,1183,N965JB,MCO,-1
B6,01/14/2019,1185,N216JB,RDU,12
B6,01/14/2019,1201,N996JB,FLL,3
B6,01/14/2019,1205,N806JB,PDX,-1
B6,01/14/2019,1273,N527JB,CHS,-11
B6,01/14/2019,1295,N506JB,AUS,-3
B6,01/14/2019,1318,N179JB,BOS,-7
B6,01/14/2019,1323,N979JB,LAX,-12
B6,01/14/2019,1373,N279JB,CHS,-3
B6,01/14/2019,1401,N957JB,FLL,2
B6,01/14/2019,1403,N565JB,SJU,21
B6,01/14/2019,1415,N962JB,SFO,142
B6,01/14/2019,1503,N952JB,SJU,13
B6,01/14/2019,1518,N265JB,BOS,-9
B6,01/14/2019,1523,N983JB,LAX,-3
B6,01/14/2019,1611,N992JB,LAS,-6
B6,01/14/2019,1623,N964JB,LAX,19
B6,01/14/2019,1634,N348JB,BTV,-3
B6,01/14/2019,1677,N535JB,JAX,-6
B6,01/14/2019,1701,N966JB,FLL,6
B6,01/14/2019,1715,N992JB,SFO,0
B6,01/14/2019,1723,N937JB,LAX,-7
B6,01/14/2019,1729,N974JB,RSW,-1
B6,01/14/2019,1823,N967JB,LAX,-4
B6,01/14/2019,2002,N351JB,BUF,-7
B6,01/14/2019,2153,N913JB,PBI,51
B6,01/14/2019,2359,N809JB,BUR,-7
B6,01/14/2019,2402,N203JB,BUF,165
B6,01/14/2019,2501,N965JB,FLL,-3
B6,01/14/2019,2516,N536JB,SYR,35
B6,01/14/2019,2525,N239JB,TPA,-2
B6,01/14/2019,2534,N203JB,BTV,17
B6,01/14/2019,2802,N317JB,BUF,-6
B6,01/14/2019,2901,N997JB,FLL,4
B6,01/15/2019,3,N565JB,SJU,20
B6,01/15/2019,15,N961JB,SFO,-7
B6,01/15/2019,18,N239JB,BOS,-6
B6,01/15/2019,23,N935JB,LAX,-7
B6,01/15/2019,53,N913JB,PBI,-6
B6,01/15/2019,63,N982JB,SEA,143
B6,01/15/2019,71,N588JB,SLC,36
B6,01/15/2019,89,N986JB,SAN,9
B6,01/15/2019,97,N971JB,DEN,-3
B6,01/15/2019,102,N348JB,BUF,-8
B6,01/15/2019,105,N247JB,ORD,-8
B6,01/15/2019,116,N279JB,SYR,60
B6,01/15/2019,123,N991JB,LAX,39
B6,01/15/2019,135,N585JB,PHX,4
B6,01/15/2019,149,N535JB,PSP,126
B6,01/15/2019,153,N954JB,PBI,0
B6,01/15/2019,163,N703JB,SRQ,-7
B6,01/15/2019,189,N987JB,SAN,-8
B6,01/15/2019,213,N561JB,LGB,-10
B6,01/15/2019,219,N198JB,CLT,0
B6,01/15/2019,225,N994JB,TPA,-9
B6,01/15/2019,234,N296JB,BTV,-15
B6,01/15/2019,263,N969JB,SEA,-6
B6,01/15/2019,283,N995JB,MCO,30
B6,01/15/2019,286,N216JB,ROC,-8
B6,01/15/2019,289,N591JB,MCO,-4
B6,01/15/2019,323,N989JB,LAX,-7
B6,01/15/2019,325,N948JB,TPA,-3
B6,01/15/2019,355,N536JB,ONT,-8
B6,01/15/2019,359,N659JB,BUR,77
B6,01/15/2019,403,N952JB,SJU,-1
B6,01/15/2019,415,N988JB,SFO,125
B6,01/15/2019,423,N964JB,LAX,43
B6,01/15/2019,429,N508JB,RSW,-2
B6,01/15/2019,477,N593JB,JAX,78
B6,01/15/2019,486,N283JB,ROC,-2
B6,01/15/2019,519,N593JB,ATL,-4
B6,01/15/2019,523,N945JB,LAX,-12
B6,01/15/2019,553,N952JB,PBI,-5
B6,01/15/2019,575,N519JB,MSY,48
B6,01/15/2019,581,N703JB,HOU,-2
B6,01/15/2019,583,N955JB,MCO,10
B6,01/15/2019,586,N229JB,ROC,-3
B6,01/15/2019,601,N973JB,FLL,-8
B6,01/15/2019,611,N903JB,LAS,-2
B6,01/15/2019,615,N934JB,SFO,166
B6,01/15/2019,618,N198JB,BOS,-9
B6,01/15/2019,675,N565JB,MSY,-2
B6,01/15/2019,676,N247JB,ORH,-9
B6,01/15/2019,677,N203JB,JAX,-8
B6,01/15/2019,702,N239JB,BUF,-6
B6,01/15/2019,711,N961JB,LAS,7
B6,01/15/2019,718,N354JB,BOS,-7
B6,01/15/2019,719,N236JB,ATL,-4
B6,01/15/2019,745,N583JB,PSE,-3
B6,01/15/2019,789,N994JB,MCO,-4
B6,01/15/2019,795,N651JB,AUS,-9
B6,01/15/2019,803,N999JB,SJU,-1
B6,01/15/2019,839,N998JB,BQN,-7
B6,01/15/2019,841,N283JB,SAV,13
B6,01/15/2019,871,N592JB,SLC,2
B6,01/15/2019,883,N950JB,MCO,3
B6,01/15/2019,885,N296JB,RDU,1
B6,01/15/2019,915,N943JB,SFO,249
B6,01/15/2019,918,N351JB,BOS,68
B6,01/15/2019,1013,N633JB,LGB,-8
B6,01/15/2019,1041,N283JB,SAV,-7
B6,01/15/2019,1105,N354JB,ORD,-12
B6,01/15/2019,1119,N228JB,CLT,-8
B6,01/15/2019,1183,N973JB,MCO,21
B6,01/15/2019,1185,N229JB,RDU,-7
B6,01/15/2019,1201,N954JB,FLL,-1
B6,01/15/2019,1273,N588JB,CHS,-13
B6,01/15/2019,1295,N559JB,AUS,-7
B6,01/15/2019,1318,N279JB,BOS,-1
B6,01/15/2019,1323,N967JB,LAX,-6
B6,01/15/2019,1373,N316JB,CHS,-6
B6,01/15/2019,1401,N949JB,FLL,0
B6,01/15/2019,1403,N519JB,SJU,-5
B6,01/15/2019,1415,N968JB,SFO,71
B6,01/15/2019,1503,N950JB,SJU,155
B6,01/15/2019,1518,N267JB,BOS,-7
B6,01/15/2019,1523,N937JB,LAX,-9
B6,01/15/2019,1611,N983JB,LAS,-4
B6,01/15/2019,1623,N935JB,LAX,-3
B6,01/15/2019,1634,N229JB,BTV,-8
B6,01/15/2019,1677,N648JB,JAX,-9
B6,01/15/2019,1701,N950JB,FLL,-2
B6,01/15/2019,1715,N983JB,SFO,-7
B6,01/15/2019,1723,N991JB,LAX,8
B6,01/15/2019,1729,N997JB,RSW,0
B6,01/15/2019,1823,N987JB,LAX,-5
B6,01/15/2019,2002,N298JB,BUF,-13
B6,01/15/2019,2153,N913JB,PBI,-5
B6,01/15/2019,2359,N779JB,BUR,1
B6,01/15/2019,2402,N354JB,BUF,-9
B6,01/15/2019,2501,N973JB,FLL,6
B6,01/15/2019,2516,N296JB,SYR,5
B6,01/15/2019,2525,N265JB,TPA,65
B6,01/15/2019,2534,N296JB,BTV,-10
B6,01/15/2019,2802,N239JB,BUF,-5
B6,01/15/2019,2901,N903JB,FLL,8
B6,01/16/2019,3,N779JB,SJU,-5
B6,01/16/2019,15,N978JB,SFO,-4
B6,01/16/2019,18,N178JB,BOS,-6
B6,01/16/2019,23,N947JB,LAX,13
B6,01/16/2019,53,N970JB,PBI,-5
B6,01/16/2019,63,N989JB,SEA,2
B6,01/16/2019,71,N665JB,SLC,-4
B6,01/16/2019,89,N983JB,SAN,15
B6,01/16/2019,97,N965JB,DEN,-5
B6,01/16/2019,102,N229JB,BUF,-5
B6,01/16/2019,105,N348JB,ORD,52
B6,01/16/2019,116,N236JB,SYR,-8
B6,01/16/2019,123,N976JB,LAX,-3
B6,01/16/2019,135,N506JB,PHX,11
B6,01/16/2019,149,N527JB,PSP,30
B6,01/16/2019,153,N958JB,PBI,70
B6,01/16/2019,161,N958JB,SMF,58
B6,01/16/2019,163,N625JB,SRQ,85
B6,01/16/2019,189,N937JB,SAN,-8
B6,01/16/2019,213,N746JB,LGB,-6
B6,01/16/2019,219,N309JB,CLT,-7
B6,01/16/2019,223,N964JB,LAX,-3
B6,01/16/2019,225,N996JB,TPA,33
B6,01/16/2019,234,N355JB,BTV,-6
B6,01/16/2019,263,N945JB,SEA,20
B6,01/16/2019,283,N957JB,MCO,58
B6,01/16/2019,286,N353JB,ROC,-2
B6,01/16/2019,289,N536JB,MCO,-4
B6,01/16/2019,323,N923JB,LAX,-7
B6,01/16/2019,325,N975JB,TPA,44
B6,01/16/2019,355,N828JB,ONT,-3
B6,01/16/2019,359,N592JB,BUR,22
B6,01/16/2019,403,N903JB,SJU,1
B6,01/16/2019,415,N969JB,SFO,-5
B6,01/16/2019,423,N993JB,LAX,-1
B6,01/16/2019,429,N593JB,RSW,19
B6,01/16/2019,477,N775JB,JAX,-11
B6,01/16/2019,486,N296JB,ROC,-6
B6,01/16/2019,519,N651JB,ATL,-8
B6,01/16/2019,523,N929JB,LAX,-7
B6,01/16/2019,553,N903JB,PBI,41
B6,01/16/2019,575,N794JB,MSY,0
B6,01/16/2019,581,N625JB,HOU,55
B6,01/16/2019,583,N948JB,MCO,-6
B6,01/16/2019,586,N236JB,ROC,-8
B6,01/16/2019,601,N949JB,FLL,-6
B6,01/16/2019,611,N913JB,LAS,4
B6,01/16/2019,615,N935JB,SFO,216
B6,01/16/2019,618,N231JB,BOS,-8
B6,01/16/2019,675,N779JB,MSY,-5
B6,01/16/2019,676,N374JB,ORH,21
B6,01/16/2019,677,N228JB,JAX,-1
B6,01/16/2019,702,N348JB,BUF,-9
B6,01/16/2019,711,N978JB,LAS,36
B6,01/16/2019,718,N283JB,BOS,-16
B6,01/16/2019,719,N296JB,ATL,-4
B6,01/16/2019,745,N559JB,PSE,0
B6,01/16/2019,789,N950JB,MCO,4
B6,01/16/2019,795,N506JB,AUS,-6
B6,01/16/2019,803,N955JB,SJU,13
B6,01/16/2019,839,N972JB,BQN,0
B6,01/16/2019,841,N283JB,SAV,-8
B6,01/16/2019,871,N535JB,SLC,15
B6,01/16/2019,883,N907JB,MCO,6
B6,01/16/2019,885,N231JB,RDU,10
B6,01/16/2019,915,N961JB,SFO,369
B6,01/16/2019,918,N236JB,BOS,0
B6,01/16/2019,1013,N612JB,LGB,-5
B6,01/16/2019,1041,N283JB,SAV,0
B6,01/16/2019,1105,N296JB,ORD,-3
B6,01/16/2019,1119,N355JB,CLT,-8
B6,01/16/2019,1183,N949JB,MCO,10
B6,01/16/2019,1185,N608JB,RDU,127
